Book,Author,Genres,Avg_Rating,Num_Ratings
Pulp,Charles Bukowski,"['Fiction', 'Novels', 'Classics', 'American', 'Literature', 'Mystery', 'Crime']","3,67","36,966"
A Soldier Of The Great War,Mark Helprin,"['Fiction', 'Historical Fiction', 'War', 'Italy', 'World War I', 'Historical', 'Literature']","4,34","7,169"
"That Was Then, This Is Now",S.E. Hinton,"['Young Adult', 'Fiction', 'Classics', 'Coming Of Age', 'Realistic Fiction', 'Contemporary', 'Teen']","3,93","34,088"
History of Beauty,Umberto Eco,"['Art', 'Nonfiction', 'History', 'Philosophy', 'Art History', 'Italian Literature', 'Italy']","3,83","59,531"
Peer Gynt,Henrik Ibsen,"['Plays', 'Classics', 'Drama', 'Fiction', 'Poetry', 'Theatre', '19th Century']","3,71","8,06"
Foxe's Book of Martyrs,John Foxe,"['History', 'Christian', 'Biography', 'Nonfiction', 'Religion', 'Christianity', 'Classics']","4,25","18,726"
O My Son,Darussalam,['Islam'],"4,51",37
Percy Jackson's Greek Gods,Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Greek Mythology', 'Adventure']","4,46","75,152"
The Future of an Illusion,Sigmund Freud,"['Psychology', 'Philosophy', 'Religion', 'Nonfiction', 'Psychoanalysis', 'Science', 'Classics']","3,77","6,459"
Stuart Little,E.B. White,"['Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Middle Grade', 'Young Adult']","3,9","122,21"
Jessica,Bryce Courtenay,"['Fiction', 'Historical Fiction', 'Australia', 'Historical', 'Drama', 'Romance', 'Adult']","4,23","10,307"
A Princess in Berlin,Arthur R.G. Solmssen,"['Fiction', 'Historical Fiction', 'Romance', 'Germany', 'Politics', 'Historical', 'The United States Of America']","3,94",606
"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",Guy Kawasaki,"['Business', 'Entrepreneurship', 'Nonfiction', 'Self Help', 'Management', 'Buisness', 'Personal Development']","3,88","27,559"
Business Model Generation,Alexander Osterwalder,"['Business', 'Entrepreneurship', 'Nonfiction', 'Management', 'Design', 'Buisness', 'Leadership']","4,2","52,358"
The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,"['Biography', 'Christian', 'Nonfiction', 'Christianity', 'China', 'Faith', 'Memoir']","4,26","20,337"
The Fear Index,Robert Harris,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Science Fiction', 'Suspense', 'Mystery Thriller']","3,51","13,914"
The Collected Short Stories of Saki,Saki,"['Short Stories', 'Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', 'Horror']","4,19","2,689"
The Complete Poems of Anna Akhmatova,Anna Akhmatova,"['Poetry', 'Russia', 'Russian Literature', 'Classics', 'Fiction', 'Literature', '20th Century']","4,43","7,366"
The Caliphate of Banu Ummaiya,Ibn Kathir,"['Islam', 'History']","4,62",39
Hot Water Music,Charles Bukowski,"['Fiction', 'Short Stories', 'Poetry', 'Literature', 'American', 'Classics', 'The United States Of America']","3,89","14,48"
Bridge Builders: How Superb Communicators Get What They Want in Business and in Life,Maria Keckler,"['Business', 'Leadership', 'Nonfiction']","4,56",27
The Princesse de Clèves,Madame de La Fayette,"['Classics', 'France', 'Fiction', 'French Literature', 'Historical Fiction', 'Romance', '17th Century']","3,35","14,875"
Famous Last Words,Timothy Findley,"['Fiction', 'Canada', 'Historical Fiction', 'War', 'Historical', 'Literature', 'Canadian Literature']","3,98","1,773"
The Mentor,Lee Matthew Goldberg,"['Thriller', 'Fiction', 'Suspense', 'Horror', 'Mystery', 'Mystery Thriller', 'Dark']","3,96",555
Black-Eyed Susans,Julia Heaberlin,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Psychological Thriller']","3,77","32,679"
The Four Tendencies: The Indispensable Personality Profiles That Reveal How to Make Your Life Better,Gretchen Rubin,"['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Business', 'Productivity']","3,83","20,087"
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,"['Classics', 'Plays', 'Drama', 'Fiction', 'Mythology', 'Poetry', 'Literature']","4,2","3,601"
Small Wonder,Barbara Kingsolver,"['Nonfiction', 'Essays', 'Nature', 'Environment', 'Memoir', 'Short Stories', 'Science']","4,03","10,465"
The Black Book,Orhan Pamuk,"['Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize']","3,92","11,612"
The War of the Flowers,Tad Williams,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Fairies']","3,89","9,065"
Mysteries,Knut Hamsun,"['Fiction', 'Classics', 'Scandinavian Literature', 'Novels', 'Literature', '19th Century', 'Nobel Prize']","4,05","6,924"
Nothing to Be Frightened Of,Julian Barnes,"['Nonfiction', 'Memoir', 'Philosophy', 'Biography', 'Death', 'Essays', 'Religion']","3,82","4,437"
Molloy / Malone Dies / The Unnamable,Samuel Beckett,"['Fiction', 'Classics', 'Literature', 'Novels', 'Irish Literature', 'Ireland', 'Philosophy']","4,28","8,733"
The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,"['Science', 'Nonfiction', 'History', 'Anthropology', 'Evolution', 'Biology', 'Sociology']","4,08","26,334"
Slammerkin,Emma Donoghue,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Literary Fiction', '18th Century', 'Prostitution']","3,73","15,98"
The Buddha of Suburbia,Hanif Kureishi,"['Fiction', 'Contemporary', 'British Literature', 'Novels', 'LGBT', 'Coming Of Age', '20th Century']","3,74","17,804"
A Question of Sanity,Katherine Black,['Horror'],"4,37",63
Next Year in Havana,Chanel Cleeton,"['Historical Fiction', 'Fiction', 'Romance', 'Audiobook', 'Historical', 'Adult', 'Contemporary']","3,93","122,076"
Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Javaka Steptoe,"['Picture Books', 'Biography', 'Art', 'Nonfiction', 'Childrens', 'Biography Memoir', 'African American']","3,94","5,468"
Our Choice: A Plan to Solve the Climate Crisis,Al Gore,"['Nonfiction', 'Science', 'Environment', 'Climate Change', 'Politics', 'Sustainability', 'Nature']",4,835
To the Far Blue Mountains,Louis L'Amour,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Audiobook', 'Historical', 'Action']","4,18","8,086"
The Children's Blizzard,David Laskin,"['History', 'Nonfiction', 'American History', 'Historical', 'Science', '19th Century', 'Nature']","3,9","11,688"
Wicked: The Grimmerie,David Cote,"['Fantasy', 'Fiction', 'Plays', 'Theatre', 'Musicals', 'Witches', 'Drama']","4,19","49,443"
A Man in Full,Tom Wolfe,"['Fiction', 'Literature', 'Novels', 'Philosophy', 'Classics', 'Contemporary', 'Literary Fiction']","3,86","18,034"
Solstice,Donna Burgess,"['Zombies', 'Horror', 'Young Adult', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Post Apocalyptic']","3,54",413
The Invitation,Oriah Mountain Dreamer,"['Nonfiction', 'Poetry', 'Spirituality', 'Self Help', 'Inspirational', 'Philosophy', 'Psychology']","4,14","4,446"
Three Men on the Bummel,Jerome K. Jerome,"['Classics', 'Fiction', 'Humor', 'Travel', 'Comedy', 'British Literature', 'Adventure']","3,79","6,046"
Gold Coast,Nelson DeMille,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']","4,1","28,418"
The Coldest Girl in Coldtown,Holly Black,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Horror', 'Urban Fantasy', 'Romance']","3,84","68,265"
The Invention of Ancient Israel: The Silencing of Palestinian History,Keith W. Whitelam,"['History', 'Politics']","3,94",108
Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Science Fiction', 'Audiobook', 'Anthologies']","3,92","58,661"
"If You Liked School, You'll Love Work",Irvine Welsh,"['Fiction', 'Short Stories', 'Contemporary', 'Scotland', 'Humor', 'Literature', 'Drama']","3,43","3,773"
"Where the Conflict Really Lies: Science, Religion, and Naturalism",Alvin Plantinga,"['Philosophy', 'Science', 'Religion', 'Theology', 'Nonfiction', 'Christianity', 'Christian']","4,03",891
"God, Freedom, and Evil",Alvin Plantinga,"['Philosophy', 'Theology', 'Religion', 'Christianity', 'Christian', 'Nonfiction', 'Atheism']","4,09",912
Dark Descent into Desire,J.J. Sorel,['Romance'],"4,08",219
The Midwife's Apprentice,Karen Cushman,"['Historical Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Medieval']","3,73","41,699"
The Wild Braid: A Poet Reflects on a Century in the Garden,Stanley Kunitz,"['Poetry', 'Gardening', 'Memoir', 'Nonfiction', 'Nature', 'Biography', 'Photography']","4,5",462
Bajki robotów,Stanis?aw Lem,"['Science Fiction', 'Fiction', 'Short Stories', 'Polish Literature', 'Classics', 'Fantasy', 'Science Fiction Fantasy']","3,73","3,753"
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,"['History', 'Nonfiction', 'Art', 'Architecture', 'Italy', 'Art History', 'Biography']","3,9","25,963"
Upside Down: A Primer for the Looking-Glass World,Eduardo Galeano,"['Nonfiction', 'History', 'Politics', 'Essays', 'Philosophy', 'Sociology', 'Spanish Literature']","4,39","3,442"
A Bell for Adano,John Hersey,"['Fiction', 'Historical Fiction', 'Classics', 'Italy', 'War', 'World War II', 'Literature']","3,98","8,203"
A Chair for My Mother,Vera B. Williams,"['Picture Books', 'Childrens', 'Realistic Fiction', 'Family', 'Fiction', 'Cultural', 'Money']","4,21","25,788"
Morphine,Mikhail Bulgakov,"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Short Stories', 'Novels', 'Literature']","4,06","8,397"
Small Sacrifices,Ann Rule,"['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Audiobook', 'Biography', 'History']","4,25","29,179"
The Tale of Jemima Puddle-Duck,Beatrix Potter,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']","4,05","13,428"
Shalako,Louis L'Amour,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Adult Fiction', 'Historical', 'Romance']","4,02","2,861"
Tender Morsels,Margo Lanagan,"['Fantasy', 'Young Adult', 'Fiction', 'Fairy Tales', 'Retellings', 'Teen', 'Magic']","3,58","5,846"
Mr. Sapien träumt vom Menschsein,Ariel S. Winter,"['Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Adult', 'Suspense', 'Speculative Fiction']","3,24",246
The King of Torts,John Grisham,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']","3,71","82,919"
Love Yourself Like Your Life Depends on It,Kamal Ravikant,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Philosophy', 'Spirituality', 'Mental Health']","3,88","14,006"
Footfall,Larry Niven,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Aliens', 'Post Apocalyptic', 'War', 'Audiobook']","3,92","16,344"
The Chaperone,Laura Moriarty,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction', 'New York']","3,87","61,675"
Hitler and Churchill. Secrets of Leadership,Andrew Roberts,"['History', 'Biography', 'Nonfiction', 'Politics', 'World War II', 'Leadership', 'European History']","3,79",324
Be More Chill,Ned Vizzini,"['Young Adult', 'Fiction', 'Science Fiction', 'Contemporary', 'Humor', 'Teen', 'Romance']","3,59","14,669"
Grotesque,Natsuo Kirino,"['Fiction', 'Japan', 'Japanese Literature', 'Mystery', 'Horror', 'Crime', 'Thriller']","3,72","11,492"
Handbook to Higher Consciousness,Ken Keyes Jr.,"['Spirituality', 'Self Help', 'Psychology', 'Nonfiction', 'Philosophy', 'New Age', 'Inspirational']","4,17",592
Honest Illusions,Nora Roberts,"['Romance', 'Contemporary Romance', 'Romantic Suspense', 'Contemporary', 'Fiction', 'Mystery', 'Suspense']","4,04","16,289"
Better: A Surgeon's Notes on Performance,Atul Gawande,"['Nonfiction', 'Medicine', 'Medical', 'Science', 'Health', 'Memoir', 'Health Care']","4,25","32,599"
Mastering the Art of French Cooking,Julia Child,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'France', 'Culinary']","4,23","66,417"
The House Girl,Tara Conklin,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction', 'Book Club']","3,77","60,725"
"The Last Lion: Winston Spencer Churchill: Defender of the Realm, 1940-1965",William Manchester,"['Biography', 'History', 'Nonfiction', 'Politics', 'World War II', 'War', 'Biography Memoir']","4,43","6,65"
God and the State,Mikhail Bakunin,"['Philosophy', 'Politics', 'Nonfiction', 'Religion', 'History', 'Russia', 'Theory']","3,83","4,361"
Road No Good,Bridget Isichei,['Nonfiction'],"4,29",58
"The Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World",Chris Guillebeau,"['Nonfiction', 'Self Help', 'Business', 'Personal Development', 'Psychology', 'Travel', 'Philosophy']","3,81","10,768"
The Scold's Bridle,Minette Walters,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'British Literature']","3,91","9,872"
The Book of Revelation,Rupert Thomson,"['Fiction', 'Contemporary', 'Literary Fiction', 'Thriller', 'Literature', 'Horror', 'Erotica']","3,57","1,136"
The Enormous Crocodile,Roald Dahl,"['Childrens', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Classics', 'Middle Grade']","3,78","20,653"
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"['Fiction', 'Graphic Novels', 'Poetry', 'Childrens', 'Philosophy', 'Self Help', 'Art']","4,56","154,78"
Thomas Jefferson: Author of America,Christopher Hitchens,"['History', 'Biography', 'Nonfiction', 'Politics', 'American History', 'Presidents', 'Biography Memoir']","3,93","3,528"
The Discourses,Epictetus,"['Philosophy', 'Classics', 'Nonfiction', 'History', 'Self Help', 'Ancient', 'Psychology']","4,26","4,988"
Double Identity,Margaret Peterson Haddix,"['Young Adult', 'Science Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Middle Grade', 'Childrens']","4,02","16,186"
The Star Diaries: Further Reminiscences of Ijon Tichy,Stanis?aw Lem,"['Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Polish Literature', 'Classics', 'Fantasy']","4,25","8,227"
Complete Works,Arthur Rimbaud,"['Poetry', 'France', 'Classics', 'Fiction', 'Literature', 'French Literature', '19th Century']","4,41","9,666"
Sabbath's Theater,Philip Roth,"['Fiction', 'American', 'Novels', 'Literature', 'Literary Fiction', 'The United States Of America', 'Classics']","3,87","10,446"
Heart of Darkness and The Secret Sharer,Joseph Conrad,"['Classics', 'Fiction', 'Literature', 'School', 'Africa', 'Historical Fiction', 'Novels']","3,51","17,407"
A Night to Remember,Walter Lord,"['History', 'Nonfiction', 'Classics', 'Historical', 'Audiobook', 'Survival', 'Biography']","4,07","21,734"
Managing Bubbie,Russel Lazega,"['Nonfiction', 'Memoir', 'Biography', 'Holocaust', 'History', 'Family', 'Historical']","4,31",485
Lethal Conspiracy,Gary Fuller,['Thriller'],"4,06",16
Dreamland: The True Tale of America's Opiate Epidemic,Sam Quinones,"['Nonfiction', 'History', 'True Crime', 'Politics', 'Medicine', 'Crime', 'Sociology']","4,23","27,617"
Helen,Euripides,"['Plays', 'Classics', 'Drama', 'Mythology', 'Theatre', 'Fiction', 'Poetry']","3,79","1,943"
Reconstructing Amelia,Kimberly McCreight,"['Mystery', 'Fiction', 'Thriller', 'Young Adult', 'Mystery Thriller', 'Contemporary', 'Suspense']","3,83","129,796"
A Stranger in the House,Shari Lapena,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']","3,68","123,754"
Boo's Shoes - A Rabbit and Fox Story: Learn To Tie Shoelaces,Sybrina Durant,"['Childrens', 'Fiction']","4,41",284
The Quincunx,Charles Palliser,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Victorian', 'British Literature', 'Gothic']","4,01","7,892"
Thunderstruck,Erik Larson,"['Nonfiction', 'History', 'True Crime', 'Science', 'Crime', 'Mystery', 'Historical']","3,76","47,433"
Arabella,Georgette Heyer,"['Romance', 'Historical Fiction', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Classics']","4,09","19,218"
A Pale View of Hills,Kazuo Ishiguro,"['Fiction', 'Japan', 'Historical Fiction', 'Literary Fiction', 'Japanese Literature', 'Contemporary', 'Novels']","3,78","30,068"
Laughter in the Dark,Vladimir Nabokov,"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Novels', 'Literature', '20th Century']",4,"16,485"
The Girl in the Red Coat: A Memoir,Margot Bettauer Dembo,"['Nonfiction', 'Holocaust', 'History', 'Memoir', 'World War II', 'Biography', 'War']","3,96","3,062"
My Sergei: A Love Story,Ekaterina Gordeeva,"['Nonfiction', 'Biography', 'Memoir', 'Sports', 'Romance', 'Biography Memoir', 'Figure Skating']","4,11","4,562"
Necronomicon: The Best Weird Tales,H.P. Lovecraft,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction', 'Gothic']","4,22","15,415"
"Crooked Letter, Crooked Letter",Tom Franklin,"['Mystery', 'Fiction', 'Crime', 'Southern', 'Thriller', 'Mystery Thriller', 'Audiobook']","3,83","43,398"
The President Is Missing,Bill Clinton,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Politics', 'Suspense']","3,85","111,595"
Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,Julia Serano,"['Nonfiction', 'Feminism', 'Queer', 'Gender', 'LGBT', 'Transgender', 'Gender Studies']","4,25","7,375"
The Short Stories,Ernest Hemingway,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'American', 'The United States Of America', 'Literary Fiction']","4,17","10,551"
Gweilo: Memories of a Hong Kong Childhood,Martin Booth,"['Memoir', 'Nonfiction', 'China', 'Biography', 'Asia', 'Travel', 'History']","4,16","1,885"
Gorillas in the Mist,Dian Fossey,"['Nonfiction', 'Science', 'Animals', 'Africa', 'Biography', 'Memoir', 'Nature']","4,15","20,222"
Woman in the Mists: The Story of Dian Fossey and the Mountain Gorillas of Africa,Farley Mowat,"['Nonfiction', 'Biography', 'Africa', 'Animals', 'Science', 'Nature', 'Biography Memoir']","4,18","3,573"
Courage: The Joy of Living Dangerously,Osho,"['Spirituality', 'Philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Religion']","4,14","7,089"
Me and My Big Mouth!: Your Answer Is Right Under Your Nose,Joyce Meyer,"['Christian', 'Spirituality', 'Nonfiction', 'Christianity', 'Inspirational', 'Self Help', 'Faith']","4,38","5,277"
Fireproof,Eric Wilson,"['Christian', 'Christian Fiction', 'Fiction', 'Romance', 'Marriage', 'Faith', 'Inspirational']","4,47","52,831"
Color: A Natural History of the Palette,Victoria Finlay,"['Art', 'Nonfiction', 'History', 'Science', 'Travel', 'Art History', 'Microhistory']","3,81","67,376"
12 Years a Slave and Other Slave Narratives,Solomon Northup,"['History', 'Nonfiction', 'Biography', 'Classics', 'Historical', 'Memoir', 'Audiobook']","4,19","3,206"
Chomsky On Anarchism,Noam Chomsky,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Economics', 'Theory', 'Anarchism']","3,94","5,549"
Wild Lives: Leading Conservationists on the Animals and the Planet They Love,Lori Robinson,"['Nonfiction', 'Science', 'Animals', 'Nature', 'Ecology', 'Environment']","4,09",33
I Want My Hat Back,Jon Klassen,"['Picture Books', 'Childrens', 'Humor', 'Animals', 'Fiction', 'Storytime', 'Fantasy']","4,34","30,947"
Acceptance,Jeff VanderMeer,"['Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Audiobook', 'Mystery', 'Science Fiction Fantasy']","3,62","59,049"
The Girls,Emma Cline,"['Fiction', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Historical', 'Adult', 'Literary Fiction']","3,5","197,694"
Imagined Communities: Reflections on the Origin and Spread of Nationalism,Benedict Anderson,"['History', 'Nonfiction', 'Politics', 'Sociology', 'Philosophy', 'Anthropology', 'Theory']","4,11","13,714"
Autobiography of Red,Anne Carson,"['Poetry', 'Fiction', 'Mythology', 'LGBT', 'Fantasy', 'Queer', 'Classics']","4,29","25,311"
Jassy,Norah Lofts,"['Historical Fiction', 'Fiction', 'Gothic', 'Historical', 'Horror', 'British Literature', 'Fantasy']","3,96",313
The Stone Angel,Margaret Laurence,"['Fiction', 'Canada', 'Classics', 'Canadian Literature', 'Literature', 'Historical Fiction', 'Literary Fiction']","3,76","12,235"
Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,"['Economics', 'Nonfiction', 'Business', 'Politics', 'Finance', 'History', 'Audiobook']","4,36","11,448"
Faith,Jennifer Haigh,"['Fiction', 'Religion', 'Adult Fiction', 'Contemporary', 'Literary Fiction', 'Family', 'Adult']","3,85","13,647"
The Legend of Sleepy Hollow,Washington Irving,"['Classics', 'Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Gothic', 'Audiobook']","3,71","69,223"
Lights on a Ground of Darkness: An Evocation of a Place and Time,Ted Kooser,"['Poetry', 'Memoir', 'Nonfiction', 'Biography']","4,34",203
The Home and the World,Rabindranath Tagore,"['Fiction', 'Classics', 'India', 'Literature', 'Indian Literature', 'Historical Fiction', 'Asia']","3,83","4,975"
Atlas Shrugged & The Fountainhead,Ayn Rand,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Novels', 'American']","4,1","4,808"
Six Degrees: Our Future on a Hotter Planet,Mark Lynas,"['Nonfiction', 'Science', 'Climate Change', 'Environment', 'Sustainability', 'Global Warming', 'Nature']","4,07","1,935"
All You Need Is Kill,Hiroshi Sakurazaka,"['Science Fiction', 'Fiction', 'Time Travel', 'Manga', 'War', 'Japan', 'Light Novel']","4,03","20,775"
Coffin Road,Peter May,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Scotland', 'Mystery Thriller', 'Audiobook']",4,"13,063"
Get Me Out of Here: My Recovery from Borderline Personality Disorder,Rachel Reiland,"['Psychology', 'Mental Health', 'Memoir', 'Nonfiction', 'Mental Illness', 'Biography', 'Self Help']","3,93","6,483"
The Trees,Conrad Richter,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Novels', 'Westerns', 'Nature']","4,02","3,825"
The Time Machine / The Invisible Man,H.G. Wells,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Literature', 'Time Travel', 'Novels']","4,1","55,797"
Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob Goff,"['Christian', 'Nonfiction', 'Faith', 'Christianity', 'Self Help', 'Christian Living', 'Religion']","4,3","80,243"
Wise Children,Angela Carter,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'British Literature', 'Novels', 'Literature']","3,91","8,56"
Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,"['Nonfiction', 'Memoir', 'China', 'Biography', 'History', 'Autobiography', 'Biography Memoir']","3,9","27,142"
The Spanish Tragedy,Thomas Kyd,"['Plays', 'Drama', 'Classics', 'Fiction', 'School', 'Theatre', '16th Century']","3,56","7,531"
VALIS,Philip K. Dick,"['Science Fiction', 'Fiction', 'Philosophy', 'Religion', 'Science Fiction Fantasy', 'Novels', 'Fantasy']","3,92","28,37"
Sleeping Murder,Agatha Christie,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'British Literature']","3,97","40,518"
Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Political Science', 'American History', 'Economics']","4,17","7,538"
Sculpting in Time,Andrei Tarkovsky,"['Film', 'Nonfiction', 'Art', 'Philosophy', 'Russia', 'Biography', 'Media Tie In']","4,51","5,158"
The Grass Is Always Greener over the Septic Tank,Erma Bombeck,"['Humor', 'Nonfiction', 'Comedy', 'Memoir', 'Essays', 'Biography', 'Adult']","4,06","11,173"
The Life and Loves of a She Devil,Fay Weldon,"['Fiction', 'Feminism', 'Humor', 'Contemporary', 'Classics', 'Literary Fiction', 'Novels']","3,76","5,35"
Black Heart Blue,Louisa Reid,"['Young Adult', 'Contemporary', 'Fiction', 'Abuse', 'Realistic Fiction', 'Family', 'Drama']","3,96","1,288"
Tryst,Elswyth Thane,"['Romance', 'Fiction', 'Fantasy', 'Paranormal', 'Ghosts', 'Historical Fiction', 'Classics']","4,24",628
The Tale of the Unknown Island,José Saramago,"['Fiction', 'Short Stories', 'Portugal', 'Literature', 'Fantasy', 'Portuguese Literature', 'Nobel Prize']","3,91","13,594"
"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (99U)",Jocelyn K. Glei,"['Nonfiction', 'Self Help', 'Business', 'Productivity', 'Personal Development', 'Design', 'Psychology']","3,92","23,504"
Her Every Fear,Peter Swanson,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']","3,76","30,273"
George,Alex Gino,"['LGBT', 'Middle Grade', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Young Adult', 'Queer']","4,09","43,264"
Marvin K. Mooney Will You Please Go Now!,Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy']","3,95","9,035"
The Space Between,Brenna Yovanoff,"['Young Adult', 'Fantasy', 'Paranormal', 'Angels', 'Demons', 'Romance', 'Urban Fantasy']","3,81","7,503"
The Family,Mario Puzo,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Crime', 'Thriller', 'Classics']","3,83","12,944"
Where Late the Sweet Birds Sang,Kate Wilhelm,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Hugo Awards', 'Speculative Fiction', 'Science Fiction Fantasy']","3,85","9,789"
The Collected Poems of Alberto Caeiro,Fernando Pessoa,"['Poetry', 'Classics', 'Portugal', 'Portuguese Literature', 'Literature', '20th Century', 'Fiction']","4,41","2,601"
Selected Stories,O. Henry,"['Classics', 'Short Stories', 'Fiction', 'Literature', 'American', 'Humor', 'Anthologies']","4,18","17,546"
Dream Man,Linda Howard,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Paranormal', 'Mystery']","4,04","19,052"
To the Moon and Back,Jill Mansell,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'British Literature']",4,"13,007"
"Psycho-Cybernetics, A New Way to Get More Living Out of Life",Maxwell Maltz,"['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Business', 'Philosophy', 'Productivity']","4,24","22,465"
Your Money or Your Life,Joe Dominguez,"['Finance', 'Nonfiction', 'Personal Finance', 'Money', 'Self Help', 'Business', 'Economics']","4,01","25,422"
Flaubert's Parrot,Julian Barnes,"['Fiction', 'Literature', 'British Literature', 'Literary Fiction', 'Novels', 'Contemporary', 'Historical Fiction']","3,65","14,537"
The Wives,Tarryn Fisher,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']","3,64","177,461"
The Way of All Flesh,Samuel Butler,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Victorian', 'Historical Fiction']","3,61","8,987"
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus,"['Nonfiction', 'Economics', 'Business', 'Poverty', 'Finance', 'Politics', 'Biography']","4,11","9,937"
